key_resp.corr,key_resp.rt,,,seqRT,,,,randRT
1,0.9004078,,,,,,,
1,0.5506999,,,,,,,
1,0.5071386,,,,,,,
1,0.832377,,,,,,,
1,0.4241551,,,,,,,
1,0.5877508,,,,,,,
1,0.5558231,,,,,,,
1,0.3721718,,,,,,,
1,0.3418979,,,,,,,
1,0.9877714,,,,,,,
1,0.3388212,,,,,,,
1,0.5220495,,,,,,,
1,0.4053613,,,,,,,
1,0.4338011,,,,,,,
1,0.5089051,,,,,,,
1,0.4767919,,,,,,,
1,1.1342797,,,,,,,
1,0.6720372,,,,,,,
1,0.5386111,,,,,,,
1,0.6555719,,,,,,,
1,1.0342476,,,,,,,
1,0.589921,,,,,,,
1,0.8918722,,,,,,,
1,1.1128951,,,,,,,
1,0.3472788,,,,,,,
1,0.5926662,,,,,,,
1,0.7377531,,,,,,,
1,0.4139821,,,,,,,
1,0.7796112,,,,,,,
1,0.5435455,,,,,,,
1,0.4159093,,,,,,,
1,0.4740711,,,,,,,
1,0.4445659,,,,,,,
1,0.7292311,,,,,,,
1,0.5341736,,,,,,,
1,0.5216721,,,,,,,
1,0.831274,,,,,,,
1,0.3967629,,,,,,,
1,0.4936215,,,,,,,
1,0.4552988,,,,,,,
1,0.4432841,,,,,,,
1,0.3888904,,,,,,,
1,0.4340478,,,,,,,
1,0.4322557,,,,,,,
1,0.7253872,,,,,,,
1,0.4053361,,,,,,,
1,0.3838864,,,,,,,
1,0.4676506,,,,,,,
1,0.3389043,,,,,,,
1,0.3901816,,,,,,,
1,0.3384421,,,,,,,
1,0.5432346,,,,,,,
1,0.4740019,,,,,,,
1,0.445904,,,,,,,
1,0.3045519,,,,,,,
1,0.4056804,,,,,,,
0,0.4649473,,,,,,,
1,0.3572525,,,,,,,
1,0.4062498,,,,,,,
1,0.4635524,,,,,,,
1,0.6885164,,,,,,,
1,2.2375013,,,,,,,
1,1.9473967,,,,,,,
1,0.4486173,,,,,,,
1,0.3676424,,,,,,,
0,0.3120097,,,,,,,
0,0.3904773,,,,,,,
1,0.5385292,,,,,,,
1,0.4248485,,,,,,,
1,0.3230612,,,,,,,
1,0.6782279,,,,,,,
1,0.4366581,,,,,,,
1,0.4620985,,,,,,,
1,0.4328505,,,,,,,
1,0.4748996,,,,,,,
1,0.470666,,,,,,,
1,0.4875903,,,,,,,
1,0.4438074,,,,,,,
1,0.6615252,,,,,,,
1,0.4169435,,,,,,,
1,0.3621956,,,,,,,
1,0.5211326,,,,,,,
1,0.3491936,,,,,,,
1,0.488097,,,,,,,
1,0.567761,,,,,,,
1,0.6341398,,,,,,,
1,0.446761,,,,,,,
1,0.3902982,,,,,,,
1,0.5056603,,,,,,,
1,0.5721172,,,,,,,
1,0.5218122,,,,,,,
1,0.4716614,,,,,,,
1,0.6013665,,,,,,,
1,0.3511953,,,,,,,
1,0.5276173,,,,,,,
1,0.6081072,,,,,,,
1,0.5767823,,,,,,,
1,0.5387423,,,,,,,
1,0.5453189,,,,,,,
1,0.2976181,,,,,,,
1,0.4089359,,,,,,,
1,0.506512,,,,,,,
1,0.7225087,,,,,,,
1,0.3741554,,,,,,,
1,0.4466063,,,,,,,
1,0.2935511,,,,,,,
1,0.3977035,,,,,,,
1,0.370889,,,,,,,
1,0.4652704,,,,,,,
1,0.404459,,,,,,,
1,0.3878423,,,,,,,
1,0.4671066,,,,,,,
1,0.4341383,,,,,,,
1,0.4797142,,,,,,,
1,0.4716668,,,,,,,
1,0.8719791,,,,,,,
1,0.5217615,,,,,,,
1,0.2770442,,,,,,,
1,0.7216592,,,,,,,
1,0.4050347,,,,,,,
1,0.351461,,,,,,,
1,0.3775549,,,,,,,
1,0.4712801,,,,,,,
1,0.5404027,,,,,,,
1,0.6379395,,,,,,,
1,0.2916539,,,,,,,
1,0.4880537,,,,,,,
1,0.3718089,,,,,,,
1,0.4801755,,,,,,,
0,0.7584823,,,,,,,
1,0.4804841,,,,,,,
1,0.4133456,,,,,,,
1,0.4493778,,,,,,,
1,0.356184,,,,,,,
1,0.438335,,,,,,,
1,0.7620303,,,,,,,
1,0.4677786,,,,,,,
1,2.1055647,,,,,,,
1,0.5055371,,,,,,,
1,0.4302609,,,,,,,
1,0.3878218,,,,,,,
